time,open,high,low,close,vwap,volume,count
2026-01-25 17:55:00+00:00,87802.8,87802.8,87720.2,87750.8,87747.2,1.46473187,132
2026-01-25 18:00:00+00:00,87750.9,87766.9,87715.9,87766.9,87743.3,3.19363337,179
2026-01-25 18:05:00+00:00,87766.9,87832.9,87766.8,87800.0,87790.4,3.27028990,171
2026-01-25 18:10:00+00:00,87799.9,87799.9,87400.0,87591.2,87513.2,9.76384352,487
2026-01-25 18:15:00+00:00,87591.2,87750.3,87412.5,87558.0,87529.0,11.85215483,441
2026-01-25 18:20:00+00:00,87577.0,87639.3,87453.0,87509.7,87519.6,9.40158420,368
2026-01-25 18:25:00+00:00,87509.7,87510.1,87295.9,87410.1,87368.1,35.69279545,632
2026-01-25 18:30:00+00:00,87410.1,87458.8,87200.3,87200.3,87363.4,34.24515438,671
2026-01-25 18:35:00+00:00,87214.3,87373.9,87214.3,87295.0,87305.6,12.43184731,442
2026-01-25 18:40:00+00:00,87294.9,87294.9,86721.3,86955.8,86877.8,65.20926105,1317
2026-01-25 18:45:00+00:00,86955.8,87168.1,86878.6,87163.2,87042.1,37.88351298,760
2026-01-25 18:50:00+00:00,87146.3,87268.5,87071.1,87256.6,87200.9,11.99869953,432
2026-01-25 18:55:00+00:00,87256.6,87335.5,87217.8,87295.6,87285.6,9.09521264,365
2026-01-25 19:00:00+00:00,87295.6,87359.9,87143.5,87148.2,87306.1,3.66284284,359
2026-01-25 19:05:00+00:00,87148.2,87216.0,87089.9,87205.1,87145.2,5.40416928,256
2026-01-25 19:10:00+00:00,87205.0,87256.3,87159.5,87187.6,87207.2,2.14127828,199
2026-01-25 19:15:00+00:00,87187.5,87199.9,86963.4,86963.5,87073.0,42.71379805,401
2026-01-25 19:20:00+00:00,86963.5,86963.5,86510.2,86639.4,86664.5,33.41626906,1053
2026-01-25 19:25:00+00:00,86639.3,86639.3,86351.2,86380.8,86435.3,102.76400996,1180
2026-01-25 19:30:00+00:00,86380.8,86488.9,86168.4,86344.1,86306.1,36.53094286,964
2026-01-25 19:35:00+00:00,86344.2,86558.3,86344.2,86544.8,86440.3,19.44341256,565
2026-01-25 19:40:00+00:00,86544.7,86712.5,86540.9,86608.1,86582.9,27.30966545,480
2026-01-25 19:45:00+00:00,86608.1,86608.1,86356.9,86356.9,86458.3,15.07068392,581
2026-01-25 19:50:00+00:00,86357.0,86454.9,86107.0,86395.7,86247.2,19.46044956,719
2026-01-25 19:55:00+00:00,86408.1,86435.8,86367.0,86379.6,86397.3,2.05619146,324
2026-01-25 20:00:00+00:00,86379.6,86475.7,86379.5,86433.2,86437.9,15.94198382,354
2026-01-25 20:05:00+00:00,86420.7,86568.4,86379.5,86568.4,86447.0,9.47655814,378
2026-01-25 20:10:00+00:00,86568.5,86609.1,86279.2,86341.6,86437.5,8.10095214,401
2026-01-25 20:15:00+00:00,86335.3,86383.2,86296.5,86382.1,86357.2,4.62621740,242
2026-01-25 20:20:00+00:00,86382.3,86434.2,86180.0,86256.5,86340.3,26.17860985,457
2026-01-25 20:25:00+00:00,86256.5,86392.0,86256.5,86385.0,86321.3,4.18403410,333
2026-01-25 20:30:00+00:00,86385.1,86408.1,86129.9,86161.0,86282.6,12.58632818,435
2026-01-25 20:35:00+00:00,86161.0,86263.2,86157.5,86192.9,86211.1,3.21060359,335
2026-01-25 20:40:00+00:00,86172.1,86255.5,86156.1,86200.0,86199.1,22.28169172,320
2026-01-25 20:45:00+00:00,86200.0,86227.8,86180.1,86219.6,86199.6,19.81632238,266
2026-01-25 20:50:00+00:00,86219.7,86513.2,86219.7,86509.5,86417.1,11.11961180,342
2026-01-25 20:55:00+00:00,86509.5,86563.8,86455.3,86538.7,86515.8,33.46247655,405
2026-01-25 21:00:00+00:00,86538.6,86785.3,86538.6,86711.8,86617.9,13.64797799,415
2026-01-25 21:05:00+00:00,86711.8,86809.4,86699.8,86741.2,86766.1,8.94862612,315
2026-01-25 21:10:00+00:00,86741.3,86830.3,86700.0,86830.3,86721.9,10.07664444,260
2026-01-25 21:15:00+00:00,86830.3,86865.8,86768.0,86852.4,86836.7,20.81901650,324
2026-01-25 21:20:00+00:00,86852.3,86892.8,86730.8,86757.4,86787.3,15.20483748,326
2026-01-25 21:25:00+00:00,86757.5,86879.3,86757.4,86879.3,86800.8,22.97022435,209
2026-01-25 21:30:00+00:00,86879.2,86879.3,86470.0,86558.0,86734.5,15.87184008,349
2026-01-25 21:35:00+00:00,86558.0,86558.0,86310.9,86310.9,86404.4,14.80542419,353
2026-01-25 21:40:00+00:00,86311.0,86462.5,86311.0,86443.5,86415.8,1.82235754,189
2026-01-25 21:45:00+00:00,86443.4,86538.2,86405.4,86531.3,86484.1,5.17816680,259
2026-01-25 21:50:00+00:00,86531.2,86559.0,86427.0,86434.7,86491.8,8.97416268,304
2026-01-25 21:55:00+00:00,86434.7,86524.9,86434.7,86484.7,86492.1,5.99303770,221
2026-01-25 22:00:00+00:00,86484.7,86484.7,86200.0,86350.0,86341.9,28.29787197,449
2026-01-25 22:05:00+00:00,86350.0,86350.0,86235.2,86300.0,86283.1,61.05793162,434
2026-01-25 22:10:00+00:00,86325.9,86416.5,86325.9,86407.8,86353.6,3.55229048,199
2026-01-25 22:15:00+00:00,86407.8,86407.8,86305.5,86323.6,86358.9,0.96658598,203
2026-01-25 22:20:00+00:00,86323.6,86323.6,86153.7,86216.8,86240.8,32.73226239,392
2026-01-25 22:25:00+00:00,86216.8,86285.1,86216.8,86235.0,86235.1,9.08966086,303
2026-01-25 22:30:00+00:00,86235.0,86335.5,86115.2,86275.0,86219.0,16.84613354,414
2026-01-25 22:35:00+00:00,86303.7,86587.4,86303.7,86422.4,86422.2,20.54934573,556
2026-01-25 22:40:00+00:00,86422.4,86532.5,86299.0,86532.5,86387.8,15.13593580,320
2026-01-25 22:45:00+00:00,86536.3,86549.1,86342.3,86342.5,86390.5,5.04318084,218
2026-01-25 22:50:00+00:00,86342.5,86362.0,86202.4,86243.0,86281.1,2.24980759,180
2026-01-25 22:55:00+00:00,86243.0,86450.9,86243.0,86420.6,86426.7,4.19783639,206
2026-01-25 23:00:00+00:00,86420.7,86475.6,86007.0,86422.3,86181.0,20.23706736,762
2026-01-25 23:05:00+00:00,86393.7,86393.7,86168.4,86268.0,86247.3,8.49754064,320
2026-01-25 23:10:00+00:00,86267.4,86376.8,86262.9,86291.0,86332.2,10.27358254,285
2026-01-25 23:15:00+00:00,86290.9,86458.7,86150.0,86417.1,86262.9,22.66696786,511
2026-01-25 23:20:00+00:00,86417.0,86615.4,86355.1,86501.8,86507.7,7.71776923,362
2026-01-25 23:25:00+00:00,86501.9,86508.9,86405.2,86405.2,86467.7,0.96953895,208
2026-01-25 23:30:00+00:00,86405.2,86497.4,86309.1,86383.7,86431.7,2.70664802,231
2026-01-25 23:35:00+00:00,86403.1,86418.2,86178.2,86227.5,86320.3,6.37278750,343
2026-01-25 23:40:00+00:00,86227.5,86354.0,86197.0,86325.6,86255.9,8.21186860,211
2026-01-25 23:45:00+00:00,86328.5,86600.6,86328.5,86600.5,86517.2,1.87599695,211
2026-01-25 23:50:00+00:00,86600.6,86674.1,86513.2,86536.3,86602.0,7.40291347,305
2026-01-25 23:55:00+00:00,86536.4,86579.9,86536.4,86572.3,86551.2,4.03934206,198
2026-01-26 00:00:00+00:00,86572.3,86694.7,86549.2,86650.1,86626.1,5.18176531,389
2026-01-26 00:05:00+00:00,86650.1,86980.8,86650.1,86891.1,86831.3,46.43747666,473
2026-01-26 00:10:00+00:00,86891.1,86933.9,86838.0,86925.3,86886.8,6.37107147,275
2026-01-26 00:15:00+00:00,86934.1,87078.7,86859.4,86926.0,86992.2,6.66971443,366
2026-01-26 00:20:00+00:00,86926.0,87001.6,86843.0,86902.1,86940.3,3.07442523,253
2026-01-26 00:25:00+00:00,86902.1,86902.1,86697.9,86751.8,86801.2,2.31279983,222
2026-01-26 00:30:00+00:00,86751.8,86751.8,86616.0,86616.1,86670.4,1.13283655,168
2026-01-26 00:35:00+00:00,86616.1,86690.4,86602.8,86642.2,86626.6,0.91476905,146
2026-01-26 00:40:00+00:00,86642.2,86652.2,86523.7,86525.1,86573.4,2.27567804,164
2026-01-26 00:45:00+00:00,86525.1,86629.4,86430.5,86629.4,86483.0,2.61843369,204
2026-01-26 00:50:00+00:00,86638.3,86863.8,86638.3,86666.5,86804.6,2.58922340,205
2026-01-26 00:55:00+00:00,86680.8,86755.0,86680.8,86754.9,86712.3,4.01596583,211
2026-01-26 01:00:00+00:00,86755.0,87070.2,86725.6,87031.5,86889.8,6.10853002,325
2026-01-26 01:05:00+00:00,87031.5,87242.9,87031.4,87214.8,87127.3,5.49073162,397
2026-01-26 01:10:00+00:00,87214.8,87331.8,87146.5,87159.4,87224.0,8.17996240,371
2026-01-26 01:15:00+00:00,87159.5,87355.9,87159.5,87250.1,87291.6,10.46566006,271
2026-01-26 01:20:00+00:00,87250.1,87647.9,87250.1,87506.5,87491.5,7.42144314,401
2026-01-26 01:25:00+00:00,87500.1,87533.6,87341.1,87508.3,87436.1,3.55043549,220
2026-01-26 01:30:00+00:00,87520.4,87611.5,87520.4,87538.5,87579.7,2.44593612,253
2026-01-26 01:35:00+00:00,87538.6,87601.6,87508.3,87555.0,87563.0,1.73172557,166
2026-01-26 01:40:00+00:00,87554.9,87628.8,87484.5,87563.7,87592.5,3.53949166,227
2026-01-26 01:45:00+00:00,87563.8,87636.1,87429.6,87447.3,87562.3,6.31680859,269
2026-01-26 01:50:00+00:00,87447.2,87716.1,87429.9,87486.2,87596.7,7.63101490,349
2026-01-26 01:55:00+00:00,87481.3,87657.9,87481.3,87579.6,87561.8,10.87499925,300
2026-01-26 02:00:00+00:00,87579.6,87589.8,87341.0,87400.1,87434.2,2.82780256,360
2026-01-26 02:05:00+00:00,87400.1,87410.0,87342.9,87342.9,87400.5,16.91150390,210
2026-01-26 02:10:00+00:00,87342.9,87399.5,87342.9,87399.5,87350.5,4.46557041,111
2026-01-26 02:15:00+00:00,87399.5,87476.7,87392.5,87424.9,87453.6,0.95000075,142
2026-01-26 02:20:00+00:00,87424.9,87730.8,87424.8,87699.5,87626.3,6.29274319,279
2026-01-26 02:25:00+00:00,87699.5,87809.9,87699.5,87779.0,87758.5,10.54835791,228
2026-01-26 02:30:00+00:00,87779.0,87827.4,87732.5,87784.0,87793.3,2.26078340,187
2026-01-26 02:35:00+00:00,87784.0,87784.0,87641.2,87641.3,87679.9,3.28506155,201
2026-01-26 02:40:00+00:00,87641.3,87673.7,87524.5,87524.5,87617.8,2.56474653,162
2026-01-26 02:45:00+00:00,87501.8,87547.0,87501.7,87528.1,87531.7,10.66830771,163
2026-01-26 02:50:00+00:00,87528.1,87528.1,87429.5,87436.7,87468.9,6.66504457,130
2026-01-26 02:55:00+00:00,87436.6,87495.3,87371.1,87414.9,87422.7,6.62905148,198
2026-01-26 03:00:00+00:00,87440.9,87493.8,87375.5,87493.8,87444.8,0.66265901,175
2026-01-26 03:05:00+00:00,87503.7,87552.4,87480.6,87492.9,87506.5,3.56407260,168
2026-01-26 03:10:00+00:00,87492.8,87509.6,87434.6,87434.6,87477.6,2.95691808,144
2026-01-26 03:15:00+00:00,87434.7,87463.5,87400.5,87454.5,87423.1,1.04477030,146
2026-01-26 03:20:00+00:00,87454.5,87457.4,87362.9,87363.0,87402.9,1.60998116,145
2026-01-26 03:25:00+00:00,87363.0,87376.0,87321.8,87321.8,87345.1,1.21829986,110
2026-01-26 03:30:00+00:00,87320.1,87354.0,87227.1,87227.1,87300.8,2.23709474,131
2026-01-26 03:35:00+00:00,87227.2,87227.2,87140.2,87160.9,87184.5,3.95089513,186
2026-01-26 03:40:00+00:00,87160.8,87218.0,87160.8,87204.7,87209.4,0.32404236,69
2026-01-26 03:45:00+00:00,87204.7,87225.0,87113.3,87173.4,87162.0,5.92501991,135
2026-01-26 03:50:00+00:00,87173.4,87173.5,87050.0,87050.1,87100.1,2.83857058,130
2026-01-26 03:55:00+00:00,87050.0,87146.9,86986.7,87146.8,87047.4,13.62805018,186
2026-01-26 04:00:00+00:00,87146.8,87187.5,87114.5,87114.5,87165.1,8.49869369,196
2026-01-26 04:05:00+00:00,87114.6,87300.0,87114.6,87300.0,87256.6,5.39563011,126
2026-01-26 04:10:00+00:00,87300.0,87412.4,87300.0,87360.8,87341.8,0.99891784,146
2026-01-26 04:15:00+00:00,87360.7,87453.1,87360.7,87450.8,87445.2,7.69024452,138
2026-01-26 04:20:00+00:00,87450.8,87623.5,87450.8,87623.5,87497.5,4.66903472,186
2026-01-26 04:25:00+00:00,87623.5,88171.7,87623.5,87740.2,87922.7,457.03358339,709
2026-01-26 04:30:00+00:00,87740.2,87842.6,87740.2,87813.2,87825.9,4.19986092,187
2026-01-26 04:35:00+00:00,87813.3,87813.3,87723.9,87767.7,87767.5,8.57543569,139
2026-01-26 04:40:00+00:00,87767.6,87767.6,87623.3,87649.4,87693.8,9.16553824,146
2026-01-26 04:45:00+00:00,87649.4,87667.5,87626.8,87626.8,87647.2,0.64499941,117
2026-01-26 04:50:00+00:00,87626.8,87722.4,87626.8,87722.4,87669.6,1.43216719,156
2026-01-26 04:55:00+00:00,87722.4,87722.4,87602.7,87617.3,87666.6,2.54993924,111
2026-01-26 05:00:00+00:00,87617.4,87697.0,87617.4,87672.0,87674.0,0.77627892,150
2026-01-26 05:05:00+00:00,87671.9,87671.9,87555.0,87578.8,87605.4,0.79213798,98
2026-01-26 05:10:00+00:00,87587.5,87623.8,87587.5,87619.1,87619.3,3.11341498,76
2026-01-26 05:15:00+00:00,87619.1,87649.9,87619.1,87649.9,87626.8,0.30753059,91
2026-01-26 05:20:00+00:00,87649.9,87741.4,87649.8,87718.1,87707.6,1.60785927,150
2026-01-26 05:25:00+00:00,87718.2,87747.8,87718.1,87747.5,87747.5,6.74409848,178
2026-01-26 05:30:00+00:00,87747.4,87790.9,87720.9,87769.2,87747.3,0.59845420,105
2026-01-26 05:35:00+00:00,87769.1,87790.9,87645.5,87654.8,87718.9,0.41656044,136
2026-01-26 05:40:00+00:00,87654.8,87754.2,87654.7,87718.4,87685.5,1.21169778,83
2026-01-26 05:45:00+00:00,87718.4,87754.3,87688.0,87751.8,87715.4,0.38715362,95
2026-01-26 05:50:00+00:00,87751.8,87842.5,87751.7,87788.7,87778.6,15.14214492,197
2026-01-26 05:55:00+00:00,87788.7,87792.3,87711.9,87712.0,87764.9,0.75067828,161
2026-01-26 06:00:00+00:00,87712.0,87722.7,87672.8,87673.0,87695.5,0.48270815,150
2026-01-26 06:05:00+00:00,87673.0,87787.2,87672.9,87706.7,87725.4,0.51619249,113
2026-01-26 06:10:00+00:00,87706.6,87725.1,87641.3,87641.5,87687.4,0.75877298,118
2026-01-26 06:15:00+00:00,87641.5,87777.0,87641.4,87777.0,87673.1,0.35694679,106
2026-01-26 06:20:00+00:00,87777.0,87822.5,87777.0,87796.7,87797.7,1.08607607,141
2026-01-26 06:25:00+00:00,87796.6,87848.9,87796.6,87824.3,87822.0,10.47404853,144
2026-01-26 06:30:00+00:00,87824.4,87844.4,87791.8,87791.8,87838.1,0.43582137,118
2026-01-26 06:35:00+00:00,87791.9,87791.9,87736.8,87763.5,87762.7,1.16834502,75
2026-01-26 06:40:00+00:00,87763.5,87824.3,87763.5,87824.3,87791.2,6.48159617,117
2026-01-26 06:45:00+00:00,87824.3,87889.0,87750.0,87863.7,87774.2,12.63807941,194
2026-01-26 06:50:00+00:00,87863.6,87897.4,87819.0,87819.1,87890.5,4.57353171,127
2026-01-26 06:55:00+00:00,87819.0,87834.5,87793.5,87822.6,87821.2,0.50783362,105
2026-01-26 07:00:00+00:00,87822.7,87829.7,87737.2,87757.8,87772.5,3.60287878,187
2026-01-26 07:05:00+00:00,87757.7,87807.0,87757.7,87807.0,87793.3,0.10097166,56
2026-01-26 07:10:00+00:00,87807.0,87894.3,87806.9,87894.3,87832.8,0.38357166,84
2026-01-26 07:15:00+00:00,87894.3,87960.5,87838.7,87846.0,87900.2,2.03542754,160
2026-01-26 07:20:00+00:00,87829.6,87888.5,87829.6,87832.4,87866.0,0.48628552,105
2026-01-26 07:25:00+00:00,87832.5,87843.0,87686.3,87686.4,87734.3,1.01375018,130
2026-01-26 07:30:00+00:00,87686.3,87686.4,87581.5,87669.6,87618.2,4.92981422,153
2026-01-26 07:35:00+00:00,87647.5,87853.3,87647.5,87853.3,87736.8,4.43890837,176
2026-01-26 07:40:00+00:00,87853.3,87897.1,87821.0,87821.0,87886.0,1.49708314,111
2026-01-26 07:45:00+00:00,87821.0,87840.6,87790.3,87790.3,87807.6,1.29305056,103
2026-01-26 07:50:00+00:00,87790.3,87912.9,87790.3,87912.9,87820.7,0.21812468,108
2026-01-26 07:55:00+00:00,87912.9,87912.9,87889.8,87906.1,87905.6,1.91086806,123
2026-01-26 08:00:00+00:00,87906.1,88070.0,87906.0,88026.9,87997.5,10.69594131,387
2026-01-26 08:05:00+00:00,88026.8,88063.1,87994.3,88004.8,88039.8,6.82252722,307
2026-01-26 08:10:00+00:00,88004.7,88012.2,87865.1,87865.1,87998.7,1.31217904,107
2026-01-26 08:15:00+00:00,87847.0,87847.0,87749.2,87800.0,87756.7,1.31711191,80
2026-01-26 08:20:00+00:00,87799.9,88263.3,87799.9,88071.7,88157.0,8.73902489,373
2026-01-26 08:25:00+00:00,88071.7,88145.0,88045.9,88092.8,88094.8,4.41325480,150
2026-01-26 08:30:00+00:00,88092.9,88123.2,88044.2,88044.2,88070.2,0.82125274,128
2026-01-26 08:35:00+00:00,88044.3,88065.8,88013.5,88041.7,88053.2,0.75071201,102
2026-01-26 08:40:00+00:00,88041.7,88049.7,87941.0,87941.0,87998.3,0.44451670,87
2026-01-26 08:45:00+00:00,87941.1,87989.7,87941.0,87960.1,87967.7,0.11497028,59
2026-01-26 08:50:00+00:00,87960.0,87981.9,87894.4,87894.4,87956.2,0.26940496,61
2026-01-26 08:55:00+00:00,87894.5,87894.5,87868.9,87878.2,87884.1,1.05994954,112
2026-01-26 09:00:00+00:00,87874.3,87894.5,87699.7,87699.8,87763.4,4.08628135,176
2026-01-26 09:05:00+00:00,87702.8,87758.3,87702.8,87729.1,87720.8,1.66638574,143
2026-01-26 09:10:00+00:00,87729.0,87729.1,87657.3,87703.4,87699.8,1.44336222,113
2026-01-26 09:15:00+00:00,87703.5,87722.8,87657.3,87657.4,87695.7,0.14490768,94
2026-01-26 09:20:00+00:00,87657.4,87729.1,87647.5,87647.5,87681.2,0.27853431,66
2026-01-26 09:25:00+00:00,87647.6,87699.7,87636.2,87693.0,87678.8,0.47148803,87
2026-01-26 09:30:00+00:00,87693.0,87693.0,87646.6,87646.6,87678.8,0.22138815,69
2026-01-26 09:35:00+00:00,87646.6,87646.7,87586.4,87586.4,87620.2,0.28850314,87
2026-01-26 09:40:00+00:00,87586.4,87685.7,87586.3,87685.7,87617.1,0.12178596,65
2026-01-26 09:45:00+00:00,87685.7,87694.2,87580.0,87611.7,87668.0,2.13148532,105
2026-01-26 09:50:00+00:00,87611.7,87611.7,87510.1,87516.6,87531.6,1.76910476,150
2026-01-26 09:55:00+00:00,87516.6,87575.2,87516.6,87563.5,87546.4,4.71341484,120
2026-01-26 10:00:00+00:00,87566.3,87696.1,87566.3,87696.1,87592.9,1.04256855,126
2026-01-26 10:05:00+00:00,87703.9,87810.3,87703.9,87732.7,87740.7,1.50537956,103
2026-01-26 10:10:00+00:00,87732.8,87758.4,87732.7,87739.9,87743.7,0.17479088,72
2026-01-26 10:15:00+00:00,87739.9,87781.7,87688.7,87714.7,87767.3,1.48185395,110
2026-01-26 10:20:00+00:00,87714.6,87737.4,87714.6,87736.4,87730.0,0.08787765,56
2026-01-26 10:25:00+00:00,87736.4,87820.0,87736.4,87804.3,87747.1,1.24624634,80
2026-01-26 10:30:00+00:00,87804.3,87846.9,87804.3,87839.5,87824.8,4.04431633,90
2026-01-26 10:35:00+00:00,87839.5,87839.5,87756.2,87781.0,87830.0,1.32232938,59
2026-01-26 10:40:00+00:00,87780.9,87789.9,87780.9,87789.8,87784.7,0.23749029,64
2026-01-26 10:45:00+00:00,87789.7,87839.5,87789.7,87828.8,87820.7,0.25536343,82
2026-01-26 10:50:00+00:00,87828.9,87832.8,87828.9,87832.7,87832.5,0.11107580,43
2026-01-26 10:55:00+00:00,87832.8,87832.8,87795.5,87795.6,87821.6,0.26133549,48
2026-01-26 11:00:00+00:00,87795.6,87839.1,87795.6,87836.0,87821.4,6.22927712,95
2026-01-26 11:05:00+00:00,87836.0,87861.7,87835.9,87861.6,87841.7,1.48123345,98
2026-01-26 11:10:00+00:00,87861.7,87885.1,87861.6,87885.0,87877.3,0.91484115,85
2026-01-26 11:15:00+00:00,87884.9,87885.0,87861.6,87861.7,87880.0,0.73926686,83
2026-01-26 11:20:00+00:00,87861.7,87872.9,87800.0,87800.2,87824.8,0.76666105,87
2026-01-26 11:25:00+00:00,87800.2,87811.2,87702.6,87702.6,87744.9,5.34759131,133
2026-01-26 11:30:00+00:00,87702.5,87710.5,87686.3,87705.7,87703.8,0.18745916,88
2026-01-26 11:35:00+00:00,87705.7,87754.5,87686.3,87754.5,87712.8,0.29505990,67
2026-01-26 11:40:00+00:00,87754.3,87778.1,87754.3,87754.4,87768.5,0.15574563,49
2026-01-26 11:45:00+00:00,87754.3,87754.4,87720.0,87742.4,87730.2,0.86266302,89
2026-01-26 11:50:00+00:00,87721.8,87750.4,87721.7,87739.8,87732.8,0.25301487,105
2026-01-26 11:55:00+00:00,87739.8,87761.0,87739.7,87749.7,87758.6,0.14551553,50
2026-01-26 12:00:00+00:00,87749.8,87868.6,87749.8,87868.5,87836.1,0.65111751,105
2026-01-26 12:05:00+00:00,87868.5,87868.5,87695.3,87695.3,87765.3,2.15908410,94
2026-01-26 12:10:00+00:00,87695.2,87791.7,87671.5,87791.7,87701.4,2.35806106,117
2026-01-26 12:15:00+00:00,87791.7,87838.9,87791.6,87810.1,87809.1,4.39107826,94
2026-01-26 12:20:00+00:00,87810.1,87830.0,87740.7,87748.7,87804.1,1.17453629,78
2026-01-26 12:25:00+00:00,87748.6,87794.1,87748.6,87794.0,87769.5,0.47539065,82
2026-01-26 12:30:00+00:00,87794.1,87794.1,87732.2,87735.0,87789.5,7.63948952,79
2026-01-26 12:35:00+00:00,87735.0,87738.0,87700.0,87700.0,87737.2,3.34861220,85
2026-01-26 12:40:00+00:00,87700.0,87700.1,87626.9,87660.4,87667.0,2.66604037,106
2026-01-26 12:45:00+00:00,87660.3,87679.4,87660.3,87663.7,87665.1,1.05932264,76
2026-01-26 12:50:00+00:00,87663.6,87713.1,87663.6,87713.0,87682.9,0.11107156,46
2026-01-26 12:55:00+00:00,87713.1,87724.1,87684.8,87695.1,87706.0,0.47508999,75
2026-01-26 13:00:00+00:00,87695.1,87761.9,87635.7,87635.8,87707.5,2.74178523,152
2026-01-26 13:05:00+00:00,87635.7,87660.9,87619.1,87619.1,87648.5,1.39789475,95
2026-01-26 13:10:00+00:00,87619.0,87749.9,87601.1,87726.1,87650.2,0.79006736,127
2026-01-26 13:15:00+00:00,87726.1,87824.4,87722.6,87807.6,87787.4,1.56098846,122
2026-01-26 13:20:00+00:00,87807.6,87830.6,87807.5,87829.5,87824.0,0.71495895,102
2026-01-26 13:25:00+00:00,87829.5,87861.4,87810.0,87810.1,87846.3,20.41128849,142
2026-01-26 13:30:00+00:00,87810.1,87945.5,87794.0,87912.2,87905.4,3.66063699,164
2026-01-26 13:35:00+00:00,87912.2,87944.2,87816.1,87872.9,87893.8,1.21229426,108
2026-01-26 13:40:00+00:00,87872.9,87926.3,87872.9,87922.5,87911.6,0.22626852,81
2026-01-26 13:45:00+00:00,87922.5,87922.6,87872.9,87872.9,87907.1,0.41452381,88
2026-01-26 13:50:00+00:00,87873.0,87907.3,87844.2,87877.8,87883.7,0.37597543,110
2026-01-26 13:55:00+00:00,87877.9,87877.9,87864.0,87874.0,87873.7,2.57776250,129
2026-01-26 14:00:00+00:00,87874.0,87876.9,87810.0,87839.8,87864.1,1.23753137,192
2026-01-26 14:05:00+00:00,87867.7,87904.0,87774.2,87774.2,87840.0,4.97633130,193
2026-01-26 14:10:00+00:00,87756.2,87756.2,87570.7,87598.8,87627.8,3.30331579,203
2026-01-26 14:15:00+00:00,87598.9,87723.9,87581.1,87581.3,87672.9,8.18401078,198
2026-01-26 14:20:00+00:00,87584.1,87597.5,87553.9,87597.5,87579.3,3.10784953,129
