ts,price,volume
2026-01-24 19:03:22.305000+00:00,89255.21707285942,22371379111.2416
2026-01-24 20:02:27.772000+00:00,89185.71834611306,19452423579.995544
2026-01-24 21:00:25.293000+00:00,89238.25989808718,17827572030.40431
2026-01-24 22:00:31.272000+00:00,89238.4344160096,17086881036.97769
2026-01-24 23:02:15.413000+00:00,89294.13394489129,16452069441.60721
2026-01-25 00:01:47.175000+00:00,89096.86087597598,16298779751.081045
2026-01-25 01:01:31.055000+00:00,89168.23984697693,16189936541.792206
2026-01-25 02:02:05.697000+00:00,89029.20450051468,16074928358.915743
2026-01-25 03:00:59.623000+00:00,88995.39175974726,16045662328.944082
2026-01-25 04:01:58.628000+00:00,88824.89448086703,16646500446.15174
2026-01-25 05:00:45.095000+00:00,88902.31768784423,17015005046.149313
2026-01-25 06:02:19.843000+00:00,88850.70511399205,16976481182.448137
2026-01-25 07:01:16.424000+00:00,88705.85750035704,17552258710.719166
2026-01-25 08:03:33.533000+00:00,88542.65193116284,17679430865.294003
2026-01-25 09:02:02.785000+00:00,88160.15858014772,18346527478.607986
2026-01-25 10:01:59.870000+00:00,88260.0782049891,18607936726.817707
2026-01-25 11:02:27.282000+00:00,88493.90350584377,19404215563.755024
2026-01-25 12:03:05.796000+00:00,88393.35797516012,19539913579.195805
2026-01-25 13:01:25.598000+00:00,88647.67505183489,20324699942.899235
2026-01-25 14:02:18.806000+00:00,88786.10142180367,20176700025.555336
2026-01-25 15:01:26.879000+00:00,88575.80648244864,20307390400.713917
2026-01-25 16:01:50.978000+00:00,88316.56345914557,20648500185.997425
2026-01-25 17:02:48.644000+00:00,87930.79644120466,24195071828.405975
2026-01-25 18:02:18.235000+00:00,87750.85882716134,25134654403.93553
2026-01-25 19:01:53.991000+00:00,87305.50976537765,28913231738.973995
2026-01-25 20:02:25.027000+00:00,86392.12660715633,32144163873.634636
2026-01-25 21:03:28.052000+00:00,86635.05269981093,34580490300.965294
2026-01-25 22:02:03.819000+00:00,86491.46627325378,35875253975.700645
2026-01-25 23:02:02.378000+00:00,86319.20748686141,37859875218.08
2026-01-26 00:02:12.687000+00:00,86563.18760836108,39552835020.933105
2026-01-26 01:01:11.036000+00:00,86745.84170386847,38983342950.9075
2026-01-26 02:01:14.622000+00:00,87561.08054040308,44285252790.3333
2026-01-26 03:01:59.783000+00:00,87451.1998606091,45899551886.499695
2026-01-26 04:01:43.708000+00:00,87170.46422642746,47348092681.18839
2026-01-26 05:00:07.576000+00:00,87702.26347825098,49206158091.205185
2026-01-26 06:01:21.287000+00:00,87724.33572454304,50286467033.871315
2026-01-26 07:02:16.419000+00:00,87817.44686577673,50919846840.415794
2026-01-26 08:01:42.955000+00:00,87907.31750377396,52245042439.54605
2026-01-26 09:01:42.916000+00:00,87876.86489746942,52325698690.99501
2026-01-26 10:02:02.947000+00:00,87563.61422960811,52969662338.553535
2026-01-26 11:00:29.903000+00:00,87820.31860785569,53275198701.05265
2026-01-26 12:00:35.872000+00:00,87754.53671416565,52591374869.3631
2026-01-26 13:02:26.339000+00:00,87714.71613468998,53094809548.414215
2026-01-26 14:02:23.013000+00:00,87850.85599180582,54131513361.87023
2026-01-26 15:02:52.174000+00:00,88110.31439757539,57569801910.99619
2026-01-26 16:01:19.521000+00:00,87581.75024409368,60244511347.87138
2026-01-26 17:00:37.339000+00:00,87563.38898741045,59435554000.0677
2026-01-26 18:01:26.879000+00:00,87596.95052372369,59502944880.271736
2026-01-26 19:00:19.413000+00:00,88146.72826829564,57575707076.07144
2026-01-26 20:04:55.357000+00:00,87955.70291486586,54716286219.09925
2026-01-26 21:02:01.439000+00:00,87520.83581628976,53491701410.12778
2026-01-26 22:01:30.269000+00:00,87969.52683727005,52617973667.39102
2026-01-26 23:03:34.878000+00:00,88019.52440277697,51584051526.768105
2026-01-27 00:03:31.083000+00:00,88220.23655963481,50673492172.59451
2026-01-27 01:02:36.457000+00:00,88237.79696918432,49445292191.90839
2026-01-27 02:03:39.094000+00:00,88494.43086859603,47240873953.70875
2026-01-27 03:01:29.617000+00:00,88661.52795104065,46920274964.86202
2026-01-27 04:00:26.916000+00:00,88650.48533949278,45440008646.863144
2026-01-27 05:01:32.817000+00:00,88468.85107383129,43814283000.85452
2026-01-27 06:01:34.990000+00:00,88339.21679757003,43387643408.778114
2026-01-27 07:01:07.230000+00:00,88213.01005173146,41955112352.04812
2026-01-27 08:01:08.034000+00:00,88220.8227325611,41434377575.601006
2026-01-27 09:01:42.745000+00:00,88045.46038431428,40194142890.602196
2026-01-27 10:01:35.460000+00:00,87817.22952521489,39900906872.60035
2026-01-27 11:02:46.188000+00:00,87674.71057844856,39400189112.04553
2026-01-27 12:00:45.527000+00:00,87892.82067658257,40443164754.9791
2026-01-27 13:01:24.971000+00:00,87866.67286099448,40880191402.115616
2026-01-27 14:01:04.317000+00:00,87862.20040644784,40455143274.71875
2026-01-27 15:00:41.493000+00:00,87639.40066046447,38980050997.205
2026-01-27 16:01:30.298000+00:00,87924.6147096375,37047106096.750885
2026-01-27 17:01:35.767000+00:00,88534.70663653797,38254784566.82188
2026-01-27 18:01:41.008000+00:00,87435.12026106454,39978725032.95546
2026-01-27 19:01:53.055000+00:00,88153.60150288578,40782420786.13299
2026-01-27 20:01:50.052000+00:00,88287.18794610914,40040544504.0638
2026-01-27 21:01:40.867000+00:00,89269.21442355588,42791481304.958626
2026-01-27 22:01:22.350000+00:00,88978.3196181541,43399146198.35486
2026-01-27 23:01:45.848000+00:00,89119.68357825458,43848270045.967735
2026-01-28 00:00:22.227000+00:00,89204.22239644526,43778458930.62677
2026-01-28 01:01:47.195000+00:00,89249.30668661927,43210751917.87978
2026-01-28 02:01:08.168000+00:00,89316.54313990969,44438050083.920815
2026-01-28 02:36:30+00:00,89112.49310185097,44271452673.53473
